Reporting Area,MMWR Year,MMWR Week,"Spotted fever rickettsiosis, Confirmed, Current week","Spotted fever rickettsiosis, Confirmed, Current week, flag ","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2019†","Spotted fever rickettsiosis, Confirmed, Cum 2019†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2018†","Spotted fever rickettsiosis, Confirmed, Cum 2018†, flag","Spotted fever rickettsiosis, Probable, Current week","Spotted fever rickettsiosis, Probable, Current week, flag","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Probable,  Cum 2019†","Spotted fever rickettsiosis, Probable,  Cum 2019†, flag","Spotted fever rickettsiosis, Probable,  Cum 2018†","Spotted fever rickettsiosis, Probable, Cum 2018†, flag","Smallpox, Current week","Smallpox, Current week, flag ","Smallpox, Previous 52 weeks Max†","Smallpox, Previous 52 weeks Max†, flag","Smallpox, Confirmed, Cum 2019†","Smallpox, Cum 2019†, flag","Smallpox, Cum 2018†","Smallpox, Cum 2018†, flag",Location 1,Location 2
EAST NORTH CENTRAL,2019,14,,-,2,,,-,2,,,-,24,,4,,18,,,-,0,,,-,,-,,EAST NORTH CENTRAL
CALIFORNIA,2019,14,,-,1,,,-,1,,,-,2,,1,,3,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2019,14,,-,1,,,-,,-,,-,32,,15,,13,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2019,14,,-,1,,,-,,-,,-,3,,,-,3,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2019,14,,-,1,,,-,,-,,-,49,,7,,22,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2019,14,,-,1,,,-,,-,,-,63,,49,,40,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2019,14,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2019,14,,-,1,,,-,,-,,-,9,,7,,13,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
HAWAII,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IDAHO,2019,14,,-,0,,,-,1,,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KANSAS,2019,14,,-,2,,,-,,-,,-,16,,4,,5,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2019,14,,-,2,,,-,,-,,-,37,,45,,65,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2019,14,,-,1,,,-,,-,,-,4,,3,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2019,14,,-,1,,,-,,-,,-,10,,3,,9,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
PENNSYLVANIA,2019,14,,-,1,,1,,,-,,-,4,,3,,3,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2019,14,,-,2,,1,,1,,,-,28,,14,,36,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2019,14,,-,1,,,-,,-,,-,6,,2,,12,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TOTAL,2019,14,,-,9,,5,,10,,,-,280,,198,,327,,,-,0,,,-,,-,,TOTAL
WYOMING,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2019,14,,-,1,,2,,,-,,-,12,,5,,1,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2019,14,,-,1,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
EAST SOUTH CENTRAL,2019,14,,-,2,,,-,,-,,-,92,,65,,109,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MIDDLE ATLANTIC,2019,14,,-,2,,3,,,-,,-,14,,15,,18,,,-,0,,,-,,-,MIDDLE ATLANTIC,
OREGON,2019,14,,-,1,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2019,14,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2019,14,,-,1,,,-,,-,,-,18,,,-,12,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2019,14,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH ATLANTIC,2019,14,,-,3,,2,,1,,,-,69,,45,,82,,,-,0,,,-,,-,,SOUTH ATLANTIC
MICHIGAN,2019,14,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WEST NORTH CENTRAL,2019,14,,-,3,,,-,,-,,-,59,,11,,17,,,-,0,,,-,,-,,WEST NORTH CENTRAL
WASHINGTON,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PACIFIC,2019,14,,-,1,,,-,1,,,-,3,,2,,6,,,-,0,,,-,,-,,PACIFIC
INDIANA,2019,14,,-,1,,,-,,-,,-,6,,,-,4,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MOUNTAIN,2019,14,,-,2,,,-,5,,,-,5,,3,,12,,,-,0,,,-,,-,,MOUNTAIN
MARYLAND,2019,14,,-,1,,1,,,-,,-,6,,6,,5,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2019,14,,-,0,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IOWA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WEST SOUTH CENTRAL,2019,14,,-,2,,,-,1,,,-,66,,50,,54,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
LOUISIANA,2019,14,,-,0,,,-,,-,,-,4,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2019,14,,-,0,,,-,,-,,-,6,,4,,6,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
GUAM,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2019,14,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
US RESIDENTS,2019,15,,-,9,,5,,16,,1,,282,,208,,380,,,-,0,,,-,,-,,US RESIDENTS
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
SOUTH DAKOTA,2019,15,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALABAMA,2019,15,,-,2,,,-,,-,1,,37,,46,,76,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DISTRICT OF COLUMBIA,2019,15,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2019,15,,-,1,,1,,,-,,-,6,,6,,7,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2019,15,,-,2,,,-,,-,,-,16,,4,,7,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2019,15,,-,1,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WEST NORTH CENTRAL,2019,15,,-,3,,,-,,-,,-,60,,11,,26,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NEW YORK CITY,2019,15,,-,1,,,-,3,,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY
NEW ENGLAND,2019,15,,-,0,,,-,,-,,-,7,,3,,12,,,-,0,,,-,,-,,NEW ENGLAND
CONNECTICUT,2019,15,,-,0,,,-,,-,,-,3,,2,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MIDDLE ATLANTIC,2019,15,,-,2,,3,,3,,,-,14,,17,,19,,,-,0,,,-,,-,MIDDLE ATLANTIC,
NEW YORK,2019,15,,-,1,,2,,,-,,-,12,,5,,1,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2019,15,,-,0,,,-,,-,,-,4,,,-,4,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2019,15,,-,1,,,-,,-,,-,3,,,-,3,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2019,15,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
DELAWARE,2019,15,,-,0,,,-,,-,,-,6,,5,,6,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
EAST NORTH CENTRAL,2019,15,,-,2,,,-,3,,,-,24,,4,,20,,,-,0,,,-,,-,,EAST NORTH CENTRAL
OHIO,2019,15,,-,1,,,-,1,,,-,5,,1,,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEVADA,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2019,15,,-,1,,,-,,-,,-,6,,2,,13,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2019,15,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
UTAH,2019,15,,-,1,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GUAM,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2019,15,,-,0,,,-,1,,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2019,15,,-,1,,,-,,-,,-,63,,49,,52,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH ATLANTIC,2019,15,,-,3,,2,,1,,,-,69,,51,,92,,,-,0,,,-,,-,,SOUTH ATLANTIC
NORTH DAKOTA,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2019,15,,-,1,,,-,,-,,-,2,,,-,3,,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2019,15,,-,0,,,-,,-,,-,4,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2019,15,,-,0,,,-,2,,,-,3,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2019,15,,-,1,,,-,,-,,-,10,,3,,11,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WEST SOUTH CENTRAL,2019,15,,-,2,,,-,1,,,-,66,,50,,66,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
MOUNTAIN,2019,15,,-,2,,,-,7,,,-,6,,3,,12,,,-,0,,,-,,-,,MOUNTAIN
ILLINOIS,2019,16,,-,1,,,-,,-,,-,10,,3,,13,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2019,15,,-,0,,,-,1,,,-,2,,1,,3,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2019,15,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2019,15,,-,1,,,-,1,,,-,5,,,-,13,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH CAROLINA,2019,15,,-,2,,1,,1,,,-,28,,19,,39,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2019,15,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSOURI,2019,15,,-,3,,,-,,-,,-,47,,7,,16,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2019,15,,-,2,,,-,4,,,-,3,,,-,7,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2019,15,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2019,15,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2019,15,,-,1,,,-,,-,,-,6,,,-,4,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2019,15,,-,1,,,-,,-,,-,32,,15,,16,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
TOTAL,2019,15,,-,9,,5,,16,,1,,282,,208,,380,,,-,0,,,-,,-,,TOTAL
NEW HAMPSHIRE,2019,15,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2019,15,,-,1,,,-,,-,,-,11,,14,,10,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2019,15,,-,1,,,-,,-,,-,9,,9,,14,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2019,15,,-,1,,,-,,-,,-,4,,3,,7,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2019,15,,-,1,,,-,,-,,-,49,,7,,27,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
AMERICAN SAMOA,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
PENNSYLVANIA,2019,15,,-,1,,1,,,-,,-,4,,3,,3,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2019,15,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PACIFIC,2019,15,,-,0,,,-,1,,,-,3,,2,,6,,,-,0,,,-,,-,,PACIFIC
EAST SOUTH CENTRAL,2019,15,,-,2,,,-,,-,1,,92,,67,,127,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
WISCONSIN,2019,15,,-,1,,,-,1,,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2019,15,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2019,15,,-,1,,,-,,-,,-,18,,,-,14,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2019,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
COLORADO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2019,16,,-,1,,,-,,-,1,,32,,18,,19,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2019,16,,-,1,,,-,,-,,-,6,,2,,14,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2019,16,,-,0,,,-,2,,,-,3,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WEST NORTH CENTRAL,2019,16,,-,3,,,-,,-,,-,60,,13,,32,,,-,0,,,-,,-,,WEST NORTH CENTRAL
WEST VIRGINIA,2019,16,,-,1,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2019,16,,-,1,,,-,1,,1,,5,,2,,4,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
FLORIDA,2019,16,,-,1,,,-,,-,,-,3,,,-,4,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2019,16,,-,1,,2,,,-,,-,6,,6,,7,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UTAH,2019,16,,-,1,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2019,16,,-,1,,1,,,-,,-,4,,3,,3,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2019,16,,-,0,,,-,,-,1,,6,,6,,6,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MIDDLE ATLANTIC,2019,16,,-,2,,3,,3,,,-,14,,18,,19,,,-,0,,,-,,-,MIDDLE ATLANTIC,
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2019,16,,-,1,,,-,,-,,-,11,,14,,11,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2019,16,,-,1,,,-,,-,,-,4,,4,,9,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2019,16,,-,2,,,-,,-,,-,37,,46,,82,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WEST SOUTH CENTRAL,2019,16,,-,2,,,-,1,,13,,66,,63,,89,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
OKLAHOMA,2019,16,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK CITY,2019,16,,-,1,,,-,3,,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
MOUNTAIN,2019,16,,-,2,,,-,8,,,-,6,,4,,12,,,-,0,,,-,,-,,MOUNTAIN
TOTAL,2019,16,,-,9,,6,,17,,16,,282,,237,,439,,,-,0,,,-,,-,,TOTAL
NORTH DAKOTA,2019,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2019,16,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2019,16,,-,2,,,-,,-,,-,16,,5,,8,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
HAWAII,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2019,16,,-,0,,,-,1,,,-,2,,1,,3,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
PACIFIC,2019,16,,-,0,,,-,1,,,-,3,,2,,6,,,-,0,,,-,,-,,PACIFIC
OREGON,2019,16,,-,0,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
COLORADO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW ENGLAND,2019,16,,-,0,,,-,,-,,-,7,,3,,12,,,-,0,,,-,,-,,NEW ENGLAND
NEVADA,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2019,16,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
DISTRICT OF COLUMBIA,2019,16,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WISCONSIN,2019,16,,-,1,,,-,1,,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ARIZONA,2019,16,,-,2,,,-,5,,,-,3,,,-,7,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2019,16,,-,2,,1,,1,,,-,28,,20,,49,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH ATLANTIC,2019,16,,-,3,,3,,1,,2,,69,,57,,109,,,-,0,,,-,,-,,SOUTH ATLANTIC
TEXAS,2019,16,,-,1,,,-,1,,,-,5,,,-,15,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2019,16,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
US RESIDENTS,2019,16,,-,9,,6,,17,,16,,282,,237,,439,,,-,0,,,-,,-,,US RESIDENTS
NEW YORK,2019,16,,-,1,,2,,,-,,-,12,,5,,1,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
IOWA,2019,16,,-,1,,,-,,-,,-,2,,1,,3,,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2019,16,,-,1,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2019,16,,-,0,,,-,1,,,-,1,,4,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,16,,-,1,,,-,,-,,-,18,,,-,15,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2019,16,,-,0,,,-,,-,,-,3,,2,,3,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2019,16,,-,0,,,-,,-,,-,4,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
AMERICAN SAMOA,2019,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
EAST SOUTH CENTRAL,2019,16,,-,2,,,-,,-,,-,92,,72,,137,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
TENNESSEE,2019,16,,-,1,,,-,,-,,-,49,,12,,29,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2019,16,,-,3,,,-,,-,,-,47,,7,,21,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WYOMING,2019,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
EAST NORTH CENTRAL,2019,16,,-,2,,,-,3,,1,,24,,5,,23,,,-,0,,,-,,-,,EAST NORTH CENTRAL
NEBRASKA,2019,16,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2019,16,,-,1,,,-,,-,,-,9,,10,,14,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
INDIANA,2019,16,,-,1,,,-,,-,,-,6,,,-,4,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2019,16,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2019,16,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2019,16,,-,1,,,-,,-,13,,63,,62,,73,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2019,16,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2019,16,,-,0,,,-,,-,,-,4,,,-,4,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
